id,title,original_title,overview,genre_ids,genre_names,adult,original_language,vote_average,popularity,vote_count,poster_url,backdrop_url
694,샤이닝,The Shining,"소설가인 잭 토랜스는 콜로라도 산맥에 있는 오버룩 호텔의 관리인으로 취직한다. 다음 시즌 준비를 하는 이곳은 겨울 동안 폐쇄되기 때문에 토랜스의 가족들만 호텔에 머물게 된다. 갑자기 몰아친 폭설로 잭과 아내 웬디와 아들과 함께 호텔에 고립되고, 투시와 텔레파시 능력이 있는 잭의 아들 대니는 호텔에 유령이 있으며 유령들이 천천히 아버지를 미치게 하고 있음을 알게 된다. 잭은 과거에 스스로 자신의 아내와 두 딸을 죽인 이곳의 예전 관리인 그레이디의 유령을 만난다. 과거에 있었던 살인사건의 악령에 휘말린 잭은 호텔을 공포의 도가니로 몰아가는데...","27,53",공포|스릴러,False,en,8.206,13.2788,18531,https://image.tmdb.org/t/p/w500/aaItbIXZlC2C7Arg3PI0IglKi0.jpg,https://image.tmdb.org/t/p/w780/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg
1282440,Happy Patel: Khatarnak Jasoos,Happy Patel: Khatarnak Jasoos,,"35,28,10749",코미디|액션|로맨스,False,hi,8.1,11.5573,6,https://image.tmdb.org/t/p/w500/vsCkxiY2c26C6y4RyTVkpdXIfCW.jpg,https://image.tmdb.org/t/p/w780/gsLYR8uALrt2p33iOpqReNW6XyQ.jpg
578,죠스,Jaws,"뉴 잉글랜드의 작은 해안 피서지 애미티(Amity). 아주 평화로운 바닷가 마을로, 우정이란 뜻을 가진 이 마을은 전형적인 작은 바닷가 마을이다. 이곳은 여름 피서객들을 상대로 하는 것이 마을 수입의 전부다. 여름이 되어 막 해수욕장이 개장하기에 앞서 한 무리의 젊은이들이 한밤의 백사장에서 캠프파이어를 하며 젊음을 불태우고 있다. 이때 한 여자가 옷을 하나씩 벗어 던지면 모래밭을 달려가더니 바다로 헤엄쳐 들어간다. 달빛 아래 바다. 하지만 그 여자는 갑자기 무언가에 물리기라도 한 것처럼 바닷물 속으로 빨려 들어가더니 사라져버린다. 다음날, 바닷물을 싫어하는 도시 출신의 브로디 경찰서장이 전화를 받는다. 여자의 시체가 발견되었다는 것. 악어나 상어에게 묻어 뜯긴 게 분명한 그 시체는 찢겨져 있었고, 그는 즉시 해안을 폐쇄한다. 하지만, 마을의 책임자인 시장은 이 마을은 피서객들로 돈을 버는 곳이데 어떻게 하려고 그러느냐면서, 해안 경비를 강화하고, 감시 속에서 여름 해수욕장을 개장시킨다. 하지만 결국 일은 터지고, 한 소년이 상어의 습격을 받게 된다. 이제 이 마을은 상어의 공포에 휩싸이게 된다. 상어에 현상금이 붙자 상어사냥꾼들이 몰려든다. 하지만 다들 별볼 일 없이 그저 상금만 노리고 온 사람들이다. 그러나 그중에 두 명의 전문가가 찾아온다. 바로 상어 박사인 마틴 후퍼와 이 마을의 어부이자 카리스마 넘치는 퀸터 선장이 그들이다. 결국 브로디 서장과 퀸터 선장, 매트 박사는 배를 타고 바다로 나가 상어 사냥에 나서는데...","27,53,12",공포|스릴러|모험,False,en,7.679,13.3171,11270,https://image.tmdb.org/t/p/w500/hbTQy1uBV4xzqHDIbWsMnCcR7J0.jpg,https://image.tmdb.org/t/p/w780/i1yf91svRHX45l9BXL8rVFzLoPH.jpg
1357449,Ídolos,Ídolos,,"18,10749",드라마|로맨스,False,es,6.0,13.4387,3,https://image.tmdb.org/t/p/w500/ugwbVoO67N6nZn5A8LTPsn0pkuN.jpg,https://image.tmdb.org/t/p/w780/gL6nihQ0c62CgjuKnY5z3tEdIQG.jpg
801937,"Silent Night, Deadly Night","Silent Night, Deadly Night",,"27,53",공포|스릴러,False,en,5.697,19.3538,38,https://image.tmdb.org/t/p/w500/6cvHz1TnF2ktoLbbHACh99nKL9H.jpg,https://image.tmdb.org/t/p/w780/kv8kCuvfhSQ50YxjowqpVn1QqhJ.jpg
1241436,워페어,Warfare,"""실화 기반, 전장의 숨결을 생생히 담아낸 리얼 타임 전쟁 드라마"" 2006년 이라크 라마디. 미 해군 특수부대 네이비 씰 팀이 적진 한복판에서 감시 임무를 수행하던 중, 예상치 못한 상황에 휘말리게 된다. 민가를 점거해 잠복하던 그들은 알카에다 세력의 포위망에 갇히고, 지원은 끊긴 채 생존을 위한 사투를 벌이게 된다. 전직 네이비 씰이자 실제 생존자인 레이 멘도자 감독과 '엑스 마키나', '시빌 워'의 알렉스 가란드 감독이 공동 연출한 이 작품은, 전투의 혼돈과 공포를 실시간으로 그려낸다. 화려한 음악이나 영웅 서사 없이, 전장의 소음과 침묵, 그리고 병사들의 숨결이 화면을 가득 채운다. 실화를 바탕으로 한 이 영화는, 전쟁의 참혹함과 인간의 생존 본능을 적나라하게 보여주며, 관객을 전장의 한가운데로 끌어들인다. 과연 이들은 살아남을 수 있을까...","10752,28",전쟁|액션,False,en,7.092,12.148,1257,https://image.tmdb.org/t/p/w500/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg,https://image.tmdb.org/t/p/w780/cJvUJEEQ86LSjl4gFLkYpdCJC96.jpg
1450257,Clika,Clika,,"18,10402",드라마|음악,False,en,0.0,12.657,0,https://image.tmdb.org/t/p/w500/82Vh8PSzWtBi0CLWrnJdRhGYxEr.jpg,https://image.tmdb.org/t/p/w780/yHZpvJEzeBKMPZfNN6OFfMQ9Jf0.jpg
1255718,사복경찰,Plainclothes,"1990년대 뉴욕, 잠입 경찰 루카스는 쇼핑몰 화장실에서 게이 남성들을 유인해 체포하는 임무를 맡는다. 그러나 앤드루라는 남성과의 만남은 단순한 계획을 넘어선 감정의 불씨가 되고, 루카스는 서서히 자신의 욕망과 정체성을 직면하게 된다. 상부의 압박은 점점 무겁게 다가오고, 어머니의 새해 전야 파티에서 잃어버린 편지는 그의 과거를 불러내며 새로운 위기를 맞게 되는데...","18,10749,80",드라마|로맨스|범죄,False,en,7.235,11.5604,49,https://image.tmdb.org/t/p/w500/bT5QN5QARV5TblAt9jDVQQsnSec.jpg,https://image.tmdb.org/t/p/w780/zXMWISNY5KnrhtxHA7OUmDFKWmD.jpg
1022453,ది రాజాసాబ్,ది రాజాసాబ్,,"35,27,14",코미디|공포|판타지,False,te,6.571,10.8354,14,https://image.tmdb.org/t/p/w500/nvK6gYa4diCnQkDVN42uoYXPrdT.jpg,https://image.tmdb.org/t/p/w780/kCwmLYy9ZMto1eMH8BI9KcVVIH2.jpg
1266798,도그 51,Chien 51,,"53,878,80,28",스릴러|SF|범죄|액션,False,fr,6.389,10.4121,176,https://image.tmdb.org/t/p/w500/6pSkQRQxxC5AJ82aKbp1lFXQnXo.jpg,https://image.tmdb.org/t/p/w780/OO75q1cTWWXDmy52bB79yzpxBt.jpg
1614061,Bagong Tukso,Bagong Tukso,,18,드라마,False,tl,0.0,12.8416,0,https://image.tmdb.org/t/p/w500/t7nlhiZNaGdXPmbsTM872VlZgXD.jpg,https://image.tmdb.org/t/p/w780/brgYZB9cAuwTfZoHb8nq9FLtWMG.jpg
1500536,난징사진관,南京照相馆,"1937년, 젊은 우편 배달부 아창은 전쟁 속 목숨을 부지하기 위해 일본군 종군 기자 이토 히데오의 요청으로 난징의 한 사진관에서 사진을 인화하게 된다. 사진관 주인 진씨 가족과 그곳에 하나 둘 모인 피난민들 그리고 비밀리에 인화된 수백 장의 사진. 그 사진 속에는 일본군의 참혹한 만행과 살아 남기 위해 숨죽인 평범한 이들의 모습이 담겨 있었다. 정체가 드러날 위기 속, 아창은 사진관을 임시 피난처로 지키며 세상에 알려야 할 진실, 그 증거들을 모은다. 그리고 마침내 숨겨둔 필름 한 통이 전 세계에 알려지며 진실이 밝혀지는데..","18,10752,36",드라마|전쟁|역사,False,zh,8.0,9.6266,63,https://image.tmdb.org/t/p/w500/b6N2aRtsFOcYgBxWeYC0rIlqV8X.jpg,https://image.tmdb.org/t/p/w780/ngLgoY3MTfLANqv9cpXr96saaFV.jpg
1264805,만약에 우리,만약에 우리,"고향 가는 고속버스에 올라탄 은호와 휴학 후 어디론가 떠날 결심을 한 정원, 나란히 앉게 된 두 사람은 뜻밖의 인연을 맺는다. 서로의 꿈을 응원하며 의지하던 두 사람은 어느새 일상 깊숙이 스며들어 연인으로 발전한다. 웃고, 싸우고, 화해하며 세상을 다 가진 듯 뜨겁게 사랑하지만, 현실의 벽 앞에 두 사람은 결국 다른 길을 선택하게 된다. 그렇게 10년이 지난 후, 다시 마주한 순간 은호는 정원에게 오랫동안 묻어두었던 한마디를 꺼낸다.","10749,18",로맨스|드라마,False,ko,8.0,9.2571,1,https://image.tmdb.org/t/p/w500/qUY4Q99ZO5MtsMdLiwjIExMO5uT.jpg,https://image.tmdb.org/t/p/w780/5ziZTaQ7zb3IUMkw6IEimFktNMS.jpg
842924,척의 일생,The Life of Chuck,"인터넷은 끊기고, 도로 곳곳은 구멍이 뚫려 마비된 세상. 마치 지구의 마지막 날이 다가오는 것만 같은 나날들의 연속이다. 교사 '마티'는 온 세상이 언제 어둠에 갇혀도 이상할리 없는 지금, 이혼했지만 사랑이 남은 ‘펠리샤’를 만나기 위해 길을 나선다. 그런데 이 절박한 시간에도 거리에서, TV에서, 라디오에서 끊임없이 나오는 누군가를 위한 광고. ""39년 동안의 근사했던 시간, 고마웠어요 척!"" 하지만 주변의 그 누구도 알거나 본 적이 없다는 이 '척'이라는 남자는 마티에게 커다란 궁금증을 남긴다. 그는 누구일까? 세상은 정말 사라져만 가는 것일까?","14,18",판타지|드라마,False,en,7.282,11.9718,774,https://image.tmdb.org/t/p/w500/pZSZVQH5mlm1EmF3x5O2o14GfTZ.jpg,https://image.tmdb.org/t/p/w780/6e2yeFZgtD7RKpUYEOjj5v7oAUz.jpg
1235746,데드 오브 윈터,Dead of Winter,"""눈과 얼음이 덮은 미네소타, 평범한 여인의 사투가 시작된다"" 남편의 유해를 뿌리기 위해 설원으로 떠난 바브는 거센 눈보라 속 길을 잃고 외딴 오두막에 들르다 믿기 힘든 광경과 마주한다. 도움을 청하러 들어간 그곳에서 납치된 소녀를 발견한 순간, 바브는 통신도 닿지 않는 고립된 겨울 숲에서 사냥꾼 같은 남자와 불길한 여자를 상대로 소녀를 구해야만 하는 단 하나의 목격자가 된다. 얼어붙은 호수와 깊은 눈, 한 치 앞도 보이지 않는 폭설을 무기로 삼은 바브의 즉흥적인 생존 감각이 서서히 빛을 발하고, 그 과정에서 소녀와 범인들의 비밀이 드러나기 시작하는데…","53,28",스릴러|액션,False,en,6.5,10.5373,163,https://image.tmdb.org/t/p/w500/5DcrN62sGAiRJxt8rXSRlSRLwIE.jpg,https://image.tmdb.org/t/p/w780/ajdB8AoHKrYlOR4yMDMZYLFyfdj.jpg
1379266,국보,国宝,눈앞에서 아버지를 잃고 가부키 명문가 하나이 한지로에게 맡겨진 소년 키쿠오. 운명이 결정짓는 세계에 이방인으로 뛰어든 키쿠오는 명문가의 아들 슌스케와 부딪히며 라이벌로 성장하게 된다. 서로의 길을 시험하는 치열한 경쟁에 놓인 두 사람. 세상에 단 하나뿐인 이름 국보를 향해 달리기 시작하는데…,18,드라마,False,ja,8.2,10.9449,24,https://image.tmdb.org/t/p/w500/gwQcvBdoMWolyBcKn6VbdqJdUZx.jpg,https://image.tmdb.org/t/p/w780/3C8yAIuXlH4BGCpTwEetIv0VBt8.jpg
